Transaction ID,Transaction Date,Price,Quantity,Revenue,Product,Customer ID
T100000723,2013-01-01,$1570.76,77,$120948.52,Lomina,A108821
T100000724,2013-01-01,$714.76,4,$2859.04,Lomina,A103521
T100000725,2013-01-01,$202.23,9,$1820.07,Lomina,A198621
T100000726,2013-01-01,$292.11,13,$3797.43,Lomina,A164921
T100000727,2013-01-01,$269.64,12,$3235.68,Lomina,A117821
T100000728,2013-01-01,$494.34,22,$10875.48,Lomina,A149221
T100000729,2013-01-01,$269.64,12,$3235.68,Lomina,A197221
T100000730,2013-01-01,$247.17,11,$2718.87,Lomina,A120121
T100000731,2013-01-01,$247.17,11,$2718.87,Lomina,A138321
T100000732,2013-01-01,$247.17,11,$2718.87,Lomina,A161421
T100000733,2013-01-01,$247.17,11,$2718.87,Lomina,A197721
T100000734,2013-01-01,$269.64,12,$3235.68,Lomina,A121521
T100000735,2013-01-01,$269.64,12,$3235.68,Lomina,A179321
T100000736,2013-01-01,$202.23,9,$1820.07,Lomina,A173121
T100000737,2013-01-01,$269.64,12,$3235.68,Lomina,A199421
T100000738,2013-01-01,$202.23,9,$1820.07,Lomina,A122321
T100000739,2013-01-01,$292.11,13,$3797.43,Lomina,A140821
T100000740,2013-01-01,$202.23,9,$1820.07,Lomina,A138521
T100000741,2013-01-01,$202.23,9,$1820.07,Lomina,A186921
T100000742,2013-01-01,$247.17,11,$2718.87,Lomina,A130221
T100000743,2013-01-01,$292.11,13,$3797.43,Lominade,A132821
T100000744,2013-01-01,$381.99,17,$6493.83,Lomina,A117021
T100000745,2013-01-01,$591.71,29,$17159.59,Lomina,A103221
T100000746,2013-01-01,$652.7,32,$20886.4,Lomina,A184221
T100000747,2013-01-01,$1608.21,9,$14473.89,Lomina,A138521
T100000748,2013-01-01,$584.22,26,$15189.72,Lomina,A112321
T100000749,2013-01-01,$719.04,32,$23009.28,Lomina,A157121
T100000750,2013-01-01,$404.46,18,$7280.28,Lomina,A123921
T100000751,2013-01-01,$988.68,44,$43501.92,Lomina,A181421
T100000752,2013-01-01,$898.8,40,$35952,Lomina,A103221
T100000753,2013-01-01,$1632.82,27,$44086.14,Wedicare,A110721
T100000754,2013-01-01,$3446.47,57,$196448.79,Wedicare,A100021
T100000755,2013-01-01,$4413.75,73,$322203.75,Wedicare,A130021
T100000756,2013-01-01,$2116.46,35,$74076.1,Wedicare,A141121
T100000757,2013-01-01,$12653.82,216,$2733225.12,Wedicare,A123521
T100000758,2013-01-01,$640.93,12,$7691.16,Wedicare,A198621
T100000759,2013-01-01,$694.43,13,$9027.59,Wedicare,A157121
T100000760,2013-01-01,$1067.86,20,$21357.2,Wedicare,A129421
T100000761,2013-01-01,$587.43,11,$6461.73,Wedicare,A113321
T100000762,2013-01-01,$694.43,13,$9027.59,Wedicare,A132821
T100000763,2013-01-01,$379.85,12,$4558.2,Wedicare,A199921
T100000764,2013-01-01,$348.82,11,$3837.02,Wedicare,A132021
T100000765,2013-01-01,$570.31,18,$10265.58,Wedicare,A130221
T100000766,2013-01-01,$3506.39,58,$203370.62,Wedicare,A157121
T100000767,2013-01-01,$5032.21,85,$427737.85,Wedicare,A197521
T100000768,2013-01-01,$2135.72,40,$85428.8,Wedicare,A176121
T100000769,2013-01-01,$1228.36,23,$28252.28,Wedicare,A197521
T100000770,2013-01-01,$2100.41,26,$54610.66,Wedicare,A149221
T100000771,2013-01-01,$1134.2,25,$28355,Tridesta,A110721
T100000772,2013-01-01,$2086.5,46,$95979,Tridesta,A157121
T100000773,2013-01-01,$862.42,19,$16385.98,Tridesta,A160821
T100000774,2013-01-01,$2313.34,51,$117980.34,Tridesta,A138321
T100000775,2013-01-01,$907.36,20,$18147.2,Tridesta,A188621
T100000776,2013-01-01,$5035.42,111,$558931.62,Tridesta,A197521
T100000777,2013-01-01,$227.91,5,$1139.55,Tridesta,A160021
T100000778,2013-01-01,$3084.81,68,$209767.08,Tridesta,A117021
T100000779,2013-01-01,$1089.26,24,$26142.24,Tridesta,A196021
T100000780,2013-01-01,$2177.45,48,$104517.6,Tridesta,A119121
T100000781,2013-01-01,$2268.4,50,$113420,Tridesta,A131421
T100000782,2013-01-01,$2813.03,62,$174407.86,Tridesta,A113521
T100000783,2013-01-01,$1996.62,44,$87851.28,Tridesta,A129421
T100000784,2013-01-01,$3357.66,74,$248466.84,Tridesta,A180821
T100000785,2013-01-01,$7984.34,176,$1405243.84,Tridesta,A141121
T100000786,2013-01-01,$3402.6,75,$255195,Tridesta,A104921
T100000787,2013-01-01,$854.93,1,$854.93,Samtan,A198121
T100000788,2013-01-01,$854.93,1,$854.93,Samtan,A199921
T100000789,2013-01-01,$854.93,1,$854.93,Samtan,A189621
T100000790,2013-01-01,$854.93,1,$854.93,Samtan,A129421
T100000791,2013-01-01,$854.93,1,$854.93,Samtan,A140821
T100000792,2013-01-01,$1709.86,2,$3419.72,Samtan,A199821
T100000793,2013-01-01,$854.93,1,$854.93,Samtan,A113521
T100000794,2013-01-01,$3419.72,4,$13678.88,Samtan,A130021
T100000795,2013-01-01,$4274.65,5,$21373.25,Samtan,A197521
T100000796,2013-02-01,$357.38,2,$714.76,Lomina,A163621
T100000797,2013-02-01,$178.69,1,$178.69,Lomina,A120221
T100000798,2013-02-01,$714.76,4,$2859.04,Lomina,A181421
T100000799,2013-02-01,$224.7,10,$2247,Lomina,A198621
T100000800,2013-02-01,$404.46,18,$7280.28,Lomina,A149221
T100000801,2013-02-01,$247.17,11,$2718.87,Lomina,A120121
T100000802,2013-02-01,$202.23,9,$1820.07,Lomina,A157121
T100000803,2013-02-01,$516.81,23,$11886.63,Lomina,A198121
T100000804,2013-02-01,$269.64,12,$3235.68,Lomina,A100021
T100000805,2013-02-01,$202.23,9,$1820.07,Lomina,A155621
T100000806,2013-02-01,$292.11,13,$3797.43,Lomina,A113321
T100000807,2013-02-01,$202.23,9,$1820.07,Lomina,A179321
T100000808,2013-02-01,$292.11,13,$3797.43,Lomina,A100321
T100000809,2013-02-01,$494.34,22,$10875.48,Lomina,A188621
T100000810,2013-02-01,$202.23,9,$1820.07,Lomina,A186921
T100000811,2013-02-01,$449.4,20,$8988,Lomina,A141121
T100000812,2013-02-01,$292.11,13,$3797.43,Lomina,A132821
T100000813,2013-02-01,$561.75,25,$14043.75,Lomina,A117021
T100000814,2013-02-01,$292.11,13,$3797.43,Lomina,A187221
T100000815,2013-02-01,$424.79,1,$424.79,Lomina,A131321
T100000816,2013-02-01,$202.23,9,$1820.07,Lomina,A119121
T100000817,2013-02-01,$224.7,10,$2247,Lomina,A131421
T100000818,2013-02-01,$6161.06,302,$1860640.12,Lomina,A132821
T100000819,2013-02-01,$404.46,18,$7280.28,Lomina,A123921
T100000820,2013-02-01,$943.74,42,$39637.08,Lomina,A121521
T100000821,2013-02-01,$426.93,19,$8111.67,Lomina,A130221
T100000822,2013-02-01,$584.22,26,$15189.72,Lomina,A181421
T100000823,2013-02-01,$561.75,25,$14043.75,Lomina,A117821
T100000824,2013-02-01,$808.92,36,$29121.12,Lomina,A138321
T100000825,2013-02-01,$719.04,32,$23009.28,Lomina,A103221
T100000826,2013-02-01,$1995.55,33,$65853.15,Wedicare,A157121
T100000827,2013-02-01,$3446.47,57,$196448.79,Wedicare,A199921
T100000828,2013-02-01,$1934.56,32,$61905.92,Wedicare,A197721
T100000829,2013-02-01,$6227.4,103,$641422.2,Wedicare,A141121
T100000830,2013-02-01,$2358.28,39,$91972.92,Wedicare,A181421
T100000831,2013-02-01,$640.93,12,$7691.16,Wedicare,A157121
T100000832,2013-02-01,$480.43,9,$4323.87,Wedicare,A113321
T100000833,2013-02-01,$533.93,10,$5339.3,Wedicare,A197521
T100000834,2013-02-01,$694.43,13,$9027.59,Wedicare,A132821
T100000835,2013-02-01,$253.59,8,$2028.72,Wedicare,A149221
T100000836,2013-02-01,$348.82,11,$3837.02,Wedicare,A197221
T100000837,2013-02-01,$379.85,12,$4558.2,Wedicare,A132021
T100000838,2013-02-01,$253.59,8,$2028.72,Wedicare,A123521
T100000839,2013-02-01,$587.43,11,$6461.73,Wedicare,A113521
T100000840,2013-02-01,$81231.19,1380,$112099042.2,Wedicare,A123521
T100000841,2013-02-01,$907.36,20,$18147.2,Tridesta,A110721
T100000842,2013-02-01,$816.41,18,$14695.38,Tridesta,A120121
T100000843,2013-02-01,$771.47,17,$13114.99,Tridesta,A199921
T100000844,2013-02-01,$1043.25,23,$23994.75,Tridesta,A136821
T100000845,2013-02-01,$862.42,19,$16385.98,Tridesta,A129421
T100000846,2013-02-01,$2086.5,46,$95979,Tridesta,A180821
T100000847,2013-02-01,$1134.2,25,$28355,Tridesta,A165821
T100000848,2013-02-01,$2086.5,46,$95979,Tridesta,A119121
T100000849,2013-02-01,$1950.61,43,$83876.23,Tridesta,A141121
T100000850,2013-02-01,$4445.85,98,$435693.3,Tridesta,A157121
T100000851,2013-02-01,$7984.34,176,$1405243.84,Tridesta,A104921
T100000852,2013-02-01,$854.93,1,$854.93,Samtan,A199921
T100000853,2013-02-01,$854.93,1,$854.93,Samtan,A129421
T100000854,2013-02-01,$1709.86,2,$3419.72,Samtan,A181421
T100000855,2013-02-01,$854.93,1,$854.93,Samtan,A157521
T100000856,2013-02-01,$1709.86,2,$3419.72,Samtan,A130021
T100000857,2013-02-01,$2564.79,3,$7694.37,Samtan,A197521
T100000858,2013-03-01,$632.37,31,$19603.47,Lomina,A103521
T100000859,2013-03-01,$714.76,4,$2859.04,Lomina,A197221
T100000860,2013-03-01,$714.76,4,$2859.04,Lomina,A138521
T100000861,2013-03-01,$224.7,10,$2247,Lomina,A164921
